Brand,Price,Processor Type,SSD Capacity,RAM,Graphics Card,Graphics Card Capacity,Operating System,Graphics Card Memory Type,Graphics Card Type,Garanti Tipi,Ram (Sistem Belle?i) Tipi,??lemci ?ekirdek Say?s?,??lemci Nesli,??lemci Modeli,??z?n?rl?k,Power Supply,Kullan?m Amac?,Graphics Card Memory,Base CPU Speed (GHz),Connections,Device Weight,Screen Size,Processor Frequency,Screen Refresh Rate,Panel Type,Origin,Max Expandable Memory
HP,37546.11,Intel Core i5,2 TB,40 GB,Nvidia GeForce GTX 1650,2 TB,Windows,GDDR6,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,Belirtilmemi?,,,,,,64 GB
HP,34432.08,Intel Core i5,512 GB,32 GB,Nvidia GeForce GTX 1650,512 GB,Windows,GDDR6,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,Belirtilmemi?,,,,,,64 GB
HP,31098.23,Intel Core i5,2 TB,8 GB,Intel UHD Graphics 770,2 TB,Windows,Dahili,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,Payla??ml?,1.8,USB,Belirtilmemi?,,,,,,64 GB
HP,34055.86,Intel Core i5,2 TB,8 GB,Nvidia GeForce GT 730,2 TB,Free DOS (No OS),DDR3,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,Belirtilmemi?,,,,,,64 GB
HP,33591.06,Intel Core i5,512 GB,24 GB,Nvidia GeForce GTX 1650,512 GB,Windows,GDDR6,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,Belirtilmemi?,,,,,,64 GB
MSI,41499.78,Intel Core i5,1 TB,48 GB,Intel UHD Graphics 730,Yok,Free DOS (No OS),Dahili,Dahili,Resmi Distrib?t?r Garantili,DDR4,6,12. Nesil,12400,,500 W ve ?st?,,,,,,23.8 in?,,,,,
MSI,37699.78,Intel Core i5,2 TB,32 GB,Intel UHD Graphics 730,Yok,Free DOS (No OS),Dahili,Dahili,Resmi Distrib?t?r Garantili,DDR4,6,12. Nesil,12400,,500 W ve ?st?,,,,,,,,,,,
Tiranozor,23500,Intel Core i7,256 GB,8 GB,Nvidia GeForce GT 730,Belirtilmemi?,Free DOS (No OS),GDDR5,Harici,Resmi Distrib?t?r Garantili,DDR4,12+,12. Nesil,12700K,,,,,,,,,,,,,
LENOVO,72472,Intel Core i9,1 TB,64 GB,NVIDIA RTX A2000,Yok,Windows,GDDR6,Harici,Resmi Distrib?t?r Garantili,DDR4,8,11. Nesil,Belirtilmemi?,,500 W ve ?st?,,12 GB,2.5,,,,,,,,
TURBOX,14751,Intel Core i7,256 GB,16 GB,Intel HD Graphics,512 GB,Free DOS (No OS),Dahili,Dahili,Resmi Distrib?t?r Garantili,DDR4,4,6. Nesil,Belirtilmemi?,1920 x 1080,180 - 250 W,Ofis - ??,Payla??ml?,,USB,,27 in?,,,VA,,32 GB
TURBOX,14355,Intel Core i5,256 GB,8 GB,Intel HD Graphics,512 GB,Free DOS (No OS),Dahili,Dahili,Resmi Distrib?t?r Garantili,DDR4,4,6. Nesil,Belirtilmemi?,1920 x 1080,180 - 250 W,Ofis - ??,Payla??ml?,,USB,,27 in?,,,VA,,32 GB
HP,39878.18,Intel Core i3,4 TB,32 GB,Dahili Ekran Kart?,Yok,Windows,Dahili,Dahili,HP T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,Payla??ml?,1.7,USB,,23.8 in?,,,,,64 GB
HP,26724.33,Intel Core i3,512 GB,20 GB,Dahili Ekran Kart?,Yok,Windows,Dahili,Dahili,HP T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,Payla??ml?,1.7,USB,,23.8 in?,,,,,64 GB
HP,38436.42,Intel Core i3,4 TB,16 GB,Dahili Ekran Kart?,Yok,Windows,Dahili,Dahili,HP T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,Payla??ml?,1.7,USB,,23.8 in?,,,,,64 GB
HP,36456.22,Intel Core i3,4 TB,16 GB,Dahili Ekran Kart?,Yok,Windows,Dahili,Dahili,HP T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,Payla??ml?,1.7,USB,,23.8 in?,,,,,64 GB
HP,26232.21,Intel Core i3,1 TB,8 GB,Dahili Ekran Kart?,Yok,Free DOS (No OS),Dahili,Dahili,HP T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,Payla??ml?,1.7,USB,,23.8 in?,,,,,64 GB
HP,38301.18,Intel Core i3,4 TB,12 GB,NVIDIA GeForce GT1030,Yok,Free DOS (No OS),GDDR5,Harici,HP T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,23.8 in?,,,,,64 GB
HP,40623.5,Intel Core i3,4 TB,32 GB,NVIDIA GeForce GT1030,Yok,Free DOS (No OS),GDDR5,Harici,HP T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,23.8 in?,,,,,64 GB
HP,41217.6,Intel Core i3,4 TB,20 GB,NVIDIA GeForce GT1030,Yok,Windows,GDDR5,Harici,HP T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,23.8 in?,,,,,64 GB
HP,41324.4,Intel Core i3,4 TB,48 GB,Nvidia GeForce GT 730,Yok,Windows,DDR3,Harici,HP T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,23.8 in?,,,,,64 GB
HP,40679.16,Intel Core i3,4 TB,32 GB,NVIDIA GeForce GT1030,Yok,Windows,GDDR5,Harici,HP T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,23.8 in?,,,,,64 GB
HP,39667.25,Intel Core i3,4 TB,24 GB,NVIDIA GeForce GT1030,Yok,Free DOS (No OS),GDDR5,Harici,HP T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,23.8 in?,,,,,64 GB
HP,38984.21,Intel Core i3,4 TB,16 GB,NVIDIA GeForce GT1030,Yok,Free DOS (No OS),GDDR5,Harici,HP T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,23.8 in?,,,,,64 GB
HP,39991.06,Intel Core i3,4 TB,32 GB,Nvidia GeForce GT 730,Yok,Free DOS (No OS),DDR3,Harici,HP T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,23.8 in?,,,,,64 GB
HP,39237.4,Intel Core i3,4 TB,16 GB,NVIDIA GeForce GT1030,Yok,Windows,GDDR5,Harici,HP T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,23.8 in?,,,,,64 GB
HP,39281.9,Intel Core i3,4 TB,24 GB,Nvidia GeForce GT 730,Yok,Windows,DDR3,Harici,HP T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,23.8 in?,,,,,64 GB
HP,40394.37,Intel Core i3,4 TB,24 GB,AMD Radeon RX550,Yok,Windows,GDDR5,Harici,HP T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,23.8 in?,,,,,64 GB
HP,39616.65,Intel Core i3,4 TB,16 GB,AMD Radeon RX550,Yok,Free DOS (No OS),GDDR5,Harici,HP T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,23.8 in?,,,,,64 GB
HP,35138.98,Intel Core i3,4 TB,12 GB,Dahili Ekran Kart?,Yok,Free DOS (No OS),Dahili,Dahili,HP T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,Payla??ml?,1.7,USB,,23.8 in?,,,,,64 GB
HP,40299.69,Intel Core i3,4 TB,24 GB,AMD Radeon RX550,Yok,Free DOS (No OS),GDDR5,Harici,HP T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,23.8 in?,,,,,64 GB
HP,40623.5,Intel Core i3,4 TB,36 GB,NVIDIA GeForce GT1030,Yok,Free DOS (No OS),GDDR5,Harici,HP T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,23.8 in?,,,,,64 GB
HP,35138.98,Intel Core i3,4 TB,8 GB,Dahili Ekran Kart?,Yok,Free DOS (No OS),Dahili,Dahili,HP T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,Payla??ml?,1.7,USB,,23.8 in?,,,,,64 GB
HP,38681.17,Intel Core i3,4 TB,20 GB,Nvidia GeForce GT 730,Yok,Windows,DDR3,Harici,HP T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,23.8 in?,,,,,64 GB
HP,39878.18,Intel Core i3,4 TB,36 GB,Dahili Ekran Kart?,Yok,Windows,Dahili,Dahili,HP T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,Payla??ml?,1.7,USB,,23.8 in?,,,,,64 GB
HP,38498.72,Intel Core i3,4 TB,40 GB,Dahili Ekran Kart?,Yok,Windows,Dahili,Dahili,HP T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,Payla??ml?,1.7,USB,,23.8 in?,,,,,64 GB
HP,38144.33,Intel Core i3,4 TB,40 GB,Dahili Ekran Kart?,Yok,Free DOS (No OS),Dahili,Dahili,HP T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,Payla??ml?,1.7,USB,,23.8 in?,,,,,64 GB
HP,39793.64,Intel Core i3,4 TB,16 GB,AMD Radeon RX550,Yok,Windows,GDDR5,Harici,HP T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,23.8 in?,,,,,64 GB
HP,41255.94,Intel Core i3,4 TB,36 GB,AMD Radeon RX550,Yok,Free DOS (No OS),GDDR5,Harici,HP T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,23.8 in?,,,,,64 GB
HP,38984.21,Intel Core i3,4 TB,20 GB,NVIDIA GeForce GT1030,Yok,Free DOS (No OS),GDDR5,Harici,HP T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,23.8 in?,,,,,64 GB
HP,38933.62,Intel Core i3,4 TB,12 GB,AMD Radeon RX550,Yok,Free DOS (No OS),GDDR5,Harici,HP T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,4 GB ve alt?,1.7,USB,,23.8 in?,,,,,64 GB
HP,37897.99,Intel Core i3,4 TB,32 GB,Dahili Ekran Kart?,Yok,Windows,Dahili,Dahili,HP T?rkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - ??,Payla??ml?,1.7,USB,,23.8 in?,,,,,64 GB
HP,38587.39,Intel Core i5,2 TB,64 GB,Dahili Ekran Kart?,Yok,Windows,Dahili,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,Payla??ml?,1.8,USB,,23.8 in?,,,,,64 GB
HP,36074.09,Intel Core i5,512 GB,64 GB,Dahili Ekran Kart?,Yok,Windows,Dahili,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,Payla??ml?,1.8,USB,,23.8 in?,,,,,64 GB
HP,32051.4,Intel Core i5,256 GB,48 GB,Dahili Ekran Kart?,Yok,Windows,Dahili,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,Payla??ml?,1.8,USB,,23.8 in?,,,,,64 GB
HP,35103.13,Intel Core i5,2 TB,24 GB,Dahili Ekran Kart?,Yok,Windows,Dahili,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,Payla??ml?,1.8,USB,,23.8 in?,,,,,64 GB
HP,31306.49,Intel Core i5,1 TB,12 GB,Dahili Ekran Kart?,Yok,Windows,Dahili,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,Payla??ml?,1.8,USB,,23.8 in?,,,,,64 GB
HP,29966.76,Intel Core i5,1 TB,12 GB,Dahili Ekran Kart?,Yok,Free DOS (No OS),Dahili,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,Payla??ml?,1.8,USB,,23.8 in?,,,,,64 GB
HP,30008.9,Intel Core i5,256 GB,24 GB,Dahili Ekran Kart?,Yok,Windows,Dahili,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,Payla??ml?,1.8,USB,,23.8 in?,,,,,64 GB
HP,31388.36,Intel Core i5,256 GB,16 GB,Dahili Ekran Kart?,Yok,Windows,Dahili,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,Payla??ml?,1.8,USB,,23.8 in?,,,,,64 GB
HP,32830.13,Intel Core i5,256 GB,36 GB,Dahili Ekran Kart?,Yok,Windows,Dahili,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,Payla??ml?,1.8,USB,,23.8 in?,,,,,64 GB
HP,34632.33,Intel Core i5,512 GB,48 GB,Dahili Ekran Kart?,Yok,Windows,Dahili,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,Payla??ml?,1.8,USB,,23.8 in?,,,,,64 GB
HP,31989.1,Intel Core i5,512 GB,20 GB,Dahili Ekran Kart?,Yok,Windows,Dahili,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,Payla??ml?,1.8,USB,,23.8 in?,,,,,64 GB
HP,36544.89,Intel Core i5,2 TB,40 GB,Dahili Ekran Kart?,Yok,Windows,Dahili,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,Payla??ml?,1.8,USB,,23.8 in?,,,,,64 GB
HP,36762.71,Intel Core i5,2 TB,20 GB,NVIDIA GeForce GT1030,Yok,Free DOS (No OS),GDDR5,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,32189.34,Intel Core i5,256 GB,16 GB,NVIDIA GeForce GT1030,Yok,Windows,GDDR5,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,36668.6,Intel Core i5,1 TB,16 GB,NVIDIA GeForce GT1030,Yok,Windows,GDDR5,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,38401.99,Intel Core i5,2 TB,36 GB,NVIDIA GeForce GT1030,Yok,Free DOS (No OS),GDDR5,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,30338.13,Intel Core i5,256 GB,16 GB,Nvidia GeForce GT 730,Yok,Free DOS (No OS),DDR3,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,40753.59,Intel Core i5,1 TB,64 GB,NVIDIA GeForce GT1030,Yok,Windows,GDDR5,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,40197.35,Intel Core i5,1 TB,64 GB,Nvidia GeForce GT 730,Yok,Windows,DDR3,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,35451.28,Intel Core i5,1 TB,32 GB,NVIDIA GeForce GT1030,Yok,Free DOS (No OS),GDDR5,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,32286.04,Intel Core i5,512 GB,20 GB,AMD Radeon RX550,Yok,Free DOS (No OS),GDDR5,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,39119.43,Intel Core i5,1 TB,36 GB,Nvidia GeForce GTX 1650,Yok,Free DOS (No OS),GDDR6,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,40038.94,Intel Core i5,256 GB,48 GB,Nvidia GeForce GTX 1650,Yok,Windows,GDDR6,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,37369.01,Intel Core i5,256 GB,48 GB,AMD Radeon RX550,Yok,Windows,GDDR5,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,36130.27,Intel Core i5,2 TB,20 GB,Nvidia GeForce GT 730,Yok,Free DOS (No OS),DDR3,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,38110.36,Intel Core i5,1 TB,36 GB,NVIDIA GeForce GT1030,Yok,Windows,GDDR5,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,33346.31,Intel Core i5,256 GB,24 GB,AMD Radeon RX550,Yok,Windows,GDDR5,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,33925.33,Intel Core i5,512 GB,36 GB,AMD Radeon RX550,Yok,Free DOS (No OS),GDDR5,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,38327.11,Intel Core i5,512 GB,48 GB,Nvidia GeForce GTX 1650,Yok,Free DOS (No OS),GDDR6,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,33242.29,Intel Core i5,256 GB,36 GB,AMD Radeon RX550,Yok,Free DOS (No OS),GDDR5,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,37769.55,Intel Core i5,2 TB,36 GB,Nvidia GeForce GT 730,Yok,Free DOS (No OS),DDR3,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,36274.34,Intel Core i5,256 GB,64 GB,NVIDIA GeForce GT1030,Yok,Windows,GDDR5,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,36130.16,Intel Core i5,1 TB,36 GB,NVIDIA GeForce GT1030,Yok,Windows,GDDR5,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,33128.96,Intel Core i5,1 TB,8 GB,NVIDIA GeForce GT1030,Yok,Free DOS (No OS),GDDR5,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,31653.6,Intel Core i5,512 GB,16 GB,NVIDIA GeForce GT1030,Yok,Free DOS (No OS),GDDR5,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,36930.68,Intel Core i5,512 GB,64 GB,AMD Radeon RX550,Yok,Free DOS (No OS),GDDR5,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,36298.24,Intel Core i5,512 GB,64 GB,NVIDIA GeForce GT1030,Yok,Free DOS (No OS),GDDR5,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,34832.57,Intel Core i5,256 GB,48 GB,NVIDIA GeForce GT1030,Yok,Windows,GDDR5,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,31977.41,Intel Core i5,256 GB,36 GB,Nvidia GeForce GT 730,Yok,Free DOS (No OS),DDR3,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,38217.15,Intel Core i5,1 TB,64 GB,Nvidia GeForce GT 730,Yok,Windows,DDR3,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,37698.3,Intel Core i5,256 GB,64 GB,Nvidia GeForce GT 730,Yok,Windows,DDR3,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,36278,Intel Core i5,256 GB,36 GB,Nvidia GeForce GTX 1650,Yok,Free DOS (No OS),GDDR6,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,37283.57,Intel Core i5,2 TB,20 GB,NVIDIA GeForce GT1030,Yok,Windows,GDDR5,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,39267.33,Intel Core i5,1 TB,40 GB,AMD Radeon RX550,Yok,Windows,GDDR5,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,41336.52,Intel Core i5,1 TB,36 GB,Nvidia GeForce GTX 1650,Yok,Windows,GDDR6,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,36762.71,Intel Core i5,2 TB,16 GB,NVIDIA GeForce GT1030,Yok,Free DOS (No OS),GDDR5,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,34638.72,Intel Core i5,256 GB,16 GB,Nvidia GeForce GTX 1650,Yok,Free DOS (No OS),GDDR6,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,39311.83,Intel Core i5,1 TB,48 GB,NVIDIA GeForce GT1030,Yok,Windows,GDDR5,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,35665.8,Intel Core i5,512 GB,64 GB,Nvidia GeForce GT 730,Yok,Free DOS (No OS),DDR3,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,32496.52,Intel Core i5,1 TB,8 GB,Nvidia GeForce GT 730,Yok,Free DOS (No OS),DDR3,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,40557.79,Intel Core i5,1 TB,48 GB,Nvidia GeForce GTX 1650,Yok,Windows,GDDR6,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,41309.82,Intel Core i5,1 TB,64 GB,AMD Radeon RX550,Yok,Windows,GDDR5,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,35573.92,Intel Core i5,1 TB,32 GB,Nvidia GeForce GT 730,Yok,Windows,DDR3,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,34982.77,Intel Core i5,256 GB,64 GB,Nvidia GeForce GT 730,Yok,Free DOS (No OS),DDR3,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,41113.89,Intel Core i5,2 TB,24 GB,Nvidia GeForce GTX 1650,Yok,Free DOS (No OS),GDDR6,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,41336.52,Intel Core i5,1 TB,32 GB,Nvidia GeForce GTX 1650,Yok,Windows,GDDR6,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,39356.32,Intel Core i5,1 TB,32 GB,Nvidia GeForce GTX 1650,Yok,Windows,GDDR6,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,37445.74,Intel Core i5,2 TB,24 GB,NVIDIA GeForce GT1030,Yok,Free DOS (No OS),GDDR5,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,36130.16,Intel Core i5,1 TB,32 GB,NVIDIA GeForce GT1030,Yok,Windows,GDDR5,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,34732.9,Intel Core i5,1 TB,24 GB,Nvidia GeForce GT 730,Yok,Windows,DDR3,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
HP,32233.84,Intel Core i5,512 GB,20 GB,Nvidia GeForce GT 730,Yok,Windows,DDR3,Dahili,HP T?rkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - ??,4 GB ve alt?,1.8,USB,,23.8 in?,,,,,64 GB
